idx,company,website,tax1,tax2,tax3,city,notes,address,lat,lng
302,Carlsberg A/S,https://carlsbergdanmark.dk,Circular Economy,Mobility as a Service,,Copenhagen V,,"J. C. Jacobsens Gade 1, Copenhagen V 1799",55.66691,12.52858
303,Bumax AB c/o Bufab Danmark,http://www.bumax-fasteners.com/,Enabling Technologies/Components,,,Albertslund,Wind Energy; Oil and Gas,"Roholmsvej 10 F, Albertslund 2620",55.66777,12.36094
304,Refarmed,https://refarmed.dk,Circular Economy,,,Copenhagen S,Integrated agriculture and aquaculture,"Christmas Møllers Plads 3, Copenhagen S 2300",55.66842,12.59874
305,Scanelec AS Danmark,http://www.scanelec.dk,Built Environment/Construction,Consulting,Professional Services,Albertslund,"Wind Energy; Oil and Gas, Other","Herstedøstervej 27, Albertslund 2620",55.66954,12.37014
306,Bureau Veritas,http://www.bureauveritas.com,Circular Economy,Built Environment/Construction,,Copenhagen,Wind energy training & certification,"Vesterbrogade 149, Bygning 4, Copenhagen 1620",55.67012,12.53861
307,LETH & GORI,https://lethgori.dk/,Architecture/Design,Energy Efficiency,Professional Services,Copenhagen V,Architecture and urban space,"Absalonsgade 21B, Copenhagen V 1658",55.67038,12.55504
308,Pieter Mouritsen Airtech A/S,http://pm.dk/da,Oil and Gas,Professional Services,,Vejle,Oil and Gas,"Lanciavej 13, Vejle 7100",55.67085,9.596239
309,KIRT x THOMSEN,http://kirt-thomsen.com/,Consulting,Wind,Storage,Copenhagen V,Visual R&D consultancy,"Gasværksvej 8D, Copenhagen V 1656",55.67127,12.55584
310,SE Blue Renewables,http://www.sebluerenewables.dk,Wind,Generation/Transmission,,Copenhagen,Wind Energy developer & investor,"C/O Boxer, Langebrogade 1, 1. sal, Copenhagen 1411",55.67133,12.58313
311,BJERG Arkitektur,https://bjerg.nu,Architecture/Design,Built Environment/Construction,Energy Efficiency,Copenhagen,Energy efficient architecture,"Vesterbrogade 124B, Copenhagen 1620",55.67147,12.54303
312,NIBE Element Wind Solutions,http://www.nibewind.com/,Wind,Enabling Technologies/Components,,Vejle,Wind Energy Product Supplier,"Maserativej 4, Vejle 7100",55.67207,9.597535
313,Active City Transformation,https://act-a.dk,Law,Wave/Water/Hydro,,Copenhagen V,Activity-integrated urban design,"Vesterbrogade 69D, Copenhagen V 1620",55.67258,12.55121
314,Henning Larsen Architects,https://henninglarsen.com,Architecture/Design,Built Environment/Construction,Professional Services,Copenhagen,Sustainable architecture,"Vesterbrogade 76, Copenhagen 1620",55.6728,12.55089
315,Copenhagen Solutions Lab,http://cphsolutionslab.dk/,IoT/IIoT,Accelerator/Incubator,,Copenhagen K,Smart city thinking,"Frederiksholms Kanal 30, Copenhagen K 1220",55.67287,12.57858
316,Greener Smarter Living,https://greenersmarterliving.info,Energy Systems/Management,Energy Efficiency,,Copenhagen K,Low cost energy design,"Søren Kierkegaards Plads 1, Copenhagen K 1221",55.6734,12.58266
317,Middelgrunden Wind Turbine Cooperative,http://www.middelgrunden.dk/middelgrunden/?q=en,Wind,,,Copenhagen K,Offshore wind turbine,"Pusher Street 1, Copenhagen K 1440",55.67372,12.59946
318,Better Energy,http://betterenergy.com,Generation/Transmission,Solar,Energy Efficiency,Frederiksberg C,Construction of solar systems,"Gammel Kongevej 60, Frederiksberg C 1850",55.6739,12.5547
319,Codan,https://www.codan.dk/,Insurance,Built Environment/Construction,,Copenhagen,Wind Energy consulting services,"Gl. Kongevej 60, Copenhagen 1790",55.67393,12.55464
320,HCS Transport &amp; Spedition,https://hcs.dk,Mobility as a Service,Circular Economy,,Glostrup,"Recycling, transport and sewage","Hvissingevej 100, Glostrup 2600",55.67395,12.41681
321,MINISTRY OF FOREIGN AFFAIRS,https://www.um.dk,Policy,Energy Efficiency,,Copenhagen K,Danish foreign ministry,"Asiatisk Plads 2, Copenhagen K 1448",55.67458,12.58902
322,Invest in Denmark,https://investindk.com/,Policy,Professional Services,,Copenhagen K,Helps locate your business in Denmark,"Asiatisk Plads 2, Copenhagen K 1402",55.674711,12.589056
323,Confederation of Danish Industry (DI),https://www.danskindustri.dk/english,Media,,,Copenhagen V,The voice of corporate Denmark,"H. C. Andersens Boulevard 18, Copenhagen V 1553",55.67509,12.568
324,CLEAN,https://cleancluster.dk,Consulting,Professional Services,Energy Efficiency,Copenhagen V,Promoting green growth,"Vesterbrogade 1e, Copenhagen V 1620",55.67511,12.567
325,Danish Thermal Insulation Contractors Association,https://dibnet.dk,Professional Services,IoT/IIoT,,Copenhagen V,,"H. C. Andersens Boulevard 18, Copenhagen V 1787",55.67511,12.5681
326,DI Energy,https://www.danskindustri.dk/brancher/di-energi/,Professional Services,Media,Marketing,Copenhagen V,,"H. C. Andersens Boulevard 18, Copenhagen V 1787",55.67511,12.56806
327,Danish Association of Architectural Firms,https://www.danskeark.com/,Solar,Energy Efficiency,,Copenhagen,Representing sustainable architectures,"Vesterbrogade 1E, 2. sal, Copenhagen 1620",55.67519,12.56699
328,State of Green,https://stateofgreen.com/en/contact/,Policy,Professional Services,Consulting,Copenhagen,Public-private partnership for Danish green solutions,"Vesterbrogade 1E, Copenhagen 1620",55.67519,12.56699
329,FRI,http://www.frinet.dk,Professional Services,Consulting,,Copenhagen,Wind Energy; Oil and Gas,"Vesterbrogade 1E, Copenhagen 1550",55.675302,12.567016
330,City of Copenhagen,http://international.kk.dk/?element=header,Energy Efficiency,Circular Economy,,Copenhagen,Aiming for carbon neutrality in 2025,"Rådhuspladsen 1, Copenhagen 1550",55.67555,12.56989
331,Danish Agriculture and Food Council,http://www.agricultureandfood.dk/,Circular Economy,Policy,,Copenhagen V,Solutions to support food production,"Axeltorv 3, Copenhagen V 1609",55.67559,12.56401
332,"Danish Ministry of Climate, Energy and Utilities",https://en.kefm.dk/,Policy,Media,,Copenhagen K,A part of the Danish government,"Stormgade 2, Copenhagen K 1470",55.675635,12.575335
333,Gorrissen Federspiel,https://gorrissenfederspiel.com/en,Law,Professional Services,Utility/Grid,Copenhagen V,,"Axel Towers Axeltorv 2 , Copenhagen V 1609",55.675672,12.565213
334,Leapcraft,http://leapcraft.dk/,IoT/IIoT,Sensors,,Copenhagen K,Pervasive Environmental Intelligence,"Strandgade 54, Copenhagen K 1401",55.67592,12.59313
335,Olie Gas Danmark,http://www.oilgasdenmark.dk,Oil and Gas,Professional Services,Media,Copenhagen,Oil and Gas,"Knabrostræde 30, st., Copenhagen 1210",55.67657,12.57619
336,DLA Piper,https://denmark.dlapiper.com/da,Law,Consulting,Professional Services,Copenhagen V,,"Rådhuspladsen 4, Copenhagen V 1550",55.676923,12.567439
337,GoMore,https://gomore.dk/,Mobility as a Service,,,Copenhagen K,Peer-to-peer car sharing,"Kompagnistræde 20c, Copenhagen K 1208",55.67705,12.57521
338,Utiligize,https://www.utiligize.com/,Consulting,Professional Services,IoT/IIoT,Copenhagen K,Utility digitilization,"Vestergade 16, 3rd floor, Copenhagen K 1456",55.67763,12.56979
339,AIKAN,http://www.aikantechnology.com/,Biofuels,Circular Economy,,Hedehusene,anaerobic digestion for organic waste.,"Vadsbystræde 6, Hedehusene 2640",55.67774,12.20497
340,Schulze + Grassov,https://schulzeplusgrassov.com,Architecture/Design,IoT/IIoT,Consulting,Frederiksberg C,Sustainable urban design,"Niels Ebbesens Vej 11, Frederiksberg C 1911",55.67776,12.55187
341,Green Tech Challenge,https://greentechchallenge.eu,Media,Energy Systems/Management,,Frederiksberg,,"Porcelænshaven 26, Frederiksberg 2000",55.67783,12.52154
342,Poul Schmith,https://poulschmith.com/,Law,Professional Services,Utility/Grid,Copenhagen,,"Vester Farimagsgade 23, Copenhagen 1606",55.678027,12.562225
343,Move About,https://moveabout.dk,Mobility as a Service,Energy Efficiency,IoT/IIoT,Copenhagen K,Electric car-sharing,"Nikolaj Plads 23, Copenhagen K 1067",55.67832,12.58221
344,DLR Kredit,https://dlr.dk/,Professional Services,Finance,,Copenhagen,Wind Energy consulting services,"Nyropsgade 21, Copenhagen 1780",55.67847,12.56165
345,Ea Energy Analyses,https://www.ea-energianalyse.dk/en/front-page/,Professional Services,Consulting,,Copenhagen K,Energy consulting,"Gammeltorv 8, Copenhagen K 1457",55.67858,12.57202
346,Virsabi Aps,https://virsabi.com/,IoT/IIoT,Consulting,,Copenhagen,Oil and Gas; Wind Energy,"Kuglegårdsvej 17, 2, Copenhagen 1434",55.67865,12.60085
347,Copenhagen Capacity,http://www.copcap.com/,Finance,Professional Services,Consulting,Copenhagen K,Facilitating Danish clusters,"Nørregade 7B, Copenhagen K 1165",55.6788,12.5715
348,COBE,https://cobe.dk,Architecture/Design,Built Environment/Construction,Energy Efficiency,Copenhagen K,Architecture and design,"Trangravsvej 6, Copenhagen K 1436",55.67883,12.59873
349,Hafnia Law Firm,http://www.hafnialaw.com,Law,,,Copenhagen,Wind Energy,"Nyhavn 69, Copenhagen 1051",55.6795,12.59301
350,Rohde Nielsen A/S,http://www.rohde-nielsen.dk,Wave/Water/Hydro,Professional Services,Consulting,Copenhagen,Wind Energy Product Supplier,"Nyhavn 20, Copenhagen 1051",55.67954,12.59046
351,KHR architects,https://khr.dk/#/149627/,Architecture/Design,Built Environment/Construction,,Copenhagen K,Architecture and design,"Kanonbådsvej 4A, Copenhagen K 1437",55.67976,12.60714
352,Bostik,http://www.bostik.dk,Built Environment/Construction,,,Glostrup,Wind Energy Product Supplier,"Naverland 2, Glostrup 2600",55.67983,12.38822
353,Wind Power Lab,https://windpowerlab.com/,Wind,Professional Services,Evaluation/Compliance,Copenhagen K,Turbine blade consultancy,"Købmagergade 22, 3rd floor, Copenhagen K 1150",55.67994,12.57931
354,University of Copenhagen,https://www.ku.dk/english/,Academia/Research,,,Copenhagen K,University and research in green techonologies,"Nørregade 10, Copenhagen K 1165",55.68014,12.57149
355,Hess Denmark Aps,http://www.hess.com,Oil and Gas,,,Copenhagen,Oil and Gas,"Østergade 26B, Copenhagen 1100",55.68024,12.58254
356,Bruun & Hjejle,http://www.bruunhjejle.dk,Law,,,Copenhagen,Wind Energy consulting services,"Nørregade 21, Copenhagen 1165",55.68046,12.571
357,ZEVIT,http://www.zevit.net,IoT/IIoT,Architecture/Design,Professional Services,Copenhagen,Wind Energy; Oil ang Gas; Energy Storage,"Danneskiold-Samsøes Allé 41, Copenhagen 1434",55.68052,12.60362
358,Kalundborg Municipality,http://www.symbiosis.dk/en/,Circular Economy,Utility/Grid,Energy Systems/Management,Kalundborg,A large industrial cluster,"Holbækvej 141B, Kalundborg 4400",55.68063,11.12885
359,3XNs,https://3xn.dk,Architecture/Design,Energy Efficiency,Built Environment/Construction,Copenhagen K,Architecture combined by science and art,"Kanonbådsvej 8, Copenhagen K 1437",55.68074,12.6072
360,Weissenborn A/S,http://www.weissenborn.dk,Manufacturing,Materials,Wind,Vejle,Wind Energy Product Supplier,"Sadelmagervej 21, Vejle 7100",55.68095,9.586736
361,Danish Energy Association,https://danishenergyassociation.com,Media,,,Frederiksberg C,Association for Danish energy companies,"Vodroffsvej 59, Frederiksberg C 1900",55.68112,12.55591
362,Wind Denmark,https://en.winddenmark.dk/,Wind,Policy,,Frederiksberg C,Danish wind association,"Vodroffsvej 59, Frederiksberg C 1900",55.68116,12.5559
363,Hydrogen Denmark,https://brintbranchen.dk/en/,Hydrogen,Professional Services,Media,Frederiksberg,Hydrogen and fuel cell association,"Vodroffsvej 59, Frederiksberg 1900",55.681258,12.555906
364,Maskinmestrenes Forening,http://www.mmf.dk,Media,,,Copenhagen,Wind Energy; Oil ang Gas; Other; Integration of Renewables; Energy Storage,"Sankt Annæ Plads 16, Copenhagen 1250",55.68132,12.59148
365,Vento Maritime,https://ventomaritime.dk/,Wave/Water/Hydro,Consulting,Insurance,Frederiksberg,Wind Energy; Oil and gas,"Rosenørns Allé 9, Frederiksberg 1970",55.6815,12.55525
366,Trelleborg Sealing Solutions Denmark A/S,http://www.tss.trelleborg.com/dk,Enabling Technologies/Components,Manufacturing,,Copenhagen,Wind Energy Product Supplier,"Pilestræde 58, st. th., Copenhagen 1112",55.68191,12.57824
367,Sweco Danmark,http://www.sweco.dk/EN/Pages/Default.aspx,Architecture/Design,Engineering,Professional Services,Glostrup,Engineering consultancy company,"Brotorvet, Glostrup 2600",55.68197,12.41262
368,Hasløv & Kjærsgaard,http://www.hogk.dk/english/about-us.aspx,Architecture/Design,Built Environment/Construction,Professional Services,Copenhagen K,Architectural planning and design,"Ny Østergade 32, Copenhagen K 1101",55.68215,12.58142
369,ConWX,https://conwx.com/,IoT/IIoT,Utility/Grid,,Copenhagen K,Weather forecasts,"Hauser Plads 10, 4, Copenhagen K 1127",55.68236,12.57552
370,M-PAYG,http://www.mpayg.com/,Solar,,,Copenhagen K,Prepaid solar energy solutions,"Toldbodgade 37, Copenhagen K 1253",55.68245,12.59347
371,Wave Dragon,https://wavedragon.net,Wave/Water/Hydro,Generation/Transmission,,Copenhagen K,Off-shore wave energy converter,"Frederiksborggade 1, Copenhagen K 1360",55.68266,12.57312
372,DBDH,https://dbdh.dk,Media,Enabling Technologies/Components,Energy Efficiency,Frederiksberg,Representing Danish district heating companies,"Stæhr Johansens Vej 38, Frederiksberg 2000",55.68294,12.52027
373,MORE Consulting,http://more-consulting.dk,Consulting,Professional Services,,Frederiksberg,Wind Energy; Oil ang Gas; Other; Integration of Renewables; Energy Storage,"Dirch Passers Allé 3, Frederiksberg 2000",55.68295,12.50494
374,Viegand Maagøe,https://viegandmaagoe.dk/en/,Professional Services,Consulting,,Copenhagen K,Communication and consulting services,"Nørre Farimagsgade 37, Copenhagen K 1364",55.68295,12.56544
375,GreenMobility,https://www.greenmobility.com/dk/en/,Mobility as a Service,,,Copenhagen K,,"Landgreven 3, 4. sal, Copenhagen K 1301",55.683047,12.585407
376,Cycling Embassy of Denmark,https://cycling-embassy.org,Mobility as a Service,Policy,,Copenhagen K,Denmark’s cycling network,"Rømersgade 3, Copenhagen K 1362",55.68312,12.56742
377,Amager Resource Centre,http://www.a-r-c.dk/welcome-to-arc,Circular Economy,,,Copenhagen S,Turning waste into heat and electricity,"Kraftværksvej 31, Copenhagen S 2300",55.6839,12.62062
378,The Danish Council for Strategic Research,https://ufm.dk/en/research-and-innovation/councils-and-commissions/former-councils-and-commissions/the-danish-council-for-strategic-research,Academia/Research,Finance,,Copenhagen K,,"Bredgade 40, Copenhagen K 1260",55.68399,12.59023
379,Ross DK,https://rossoffshore.dk,Geology,Professional Services,Engineering,Frederiksberg,Well management,"Bentzonsvej 6, Frederiksberg 2000",55.68405,12.52826
380,Danish Construction Association,http://www.danskbyggeri.dk/english/english,Built Environment/Construction,Media,,Copenhagen K,Employers' organization within construction,"Nørre Voldgade 106, Copenhagen K 1358",55.68421,12.57392
381,Fritz Schur Energy,https://fsenergy.dk,Wind,,,Glostrup,Hydraulic system solutions,"Fabriksparken 7, Glostrup 2600",55.68441,12.39213
382,Eggs Design,http://www.eggsdesign.com,Professional Services,Consulting,IoT/IIoT,Copenhagen,Wind Energy; Oil and Gas,"Store Kongensgade 59D, Copenhagen 1264",55.68451,12.58713
383,Green Building Council Denmark,http://www.dk-gbc.dk/publikationer/an-introduction-to-dgnb/,Professional Services,,,Copenhagen K,Transformative CSR,"Frederiksborggade 23, Copenhagen K 1360",55.68453,12.56893
384,E.ON Danmark A/S,https://www.eon.dk/erhverv.html,Professional Services,Consulting,,Frederiksberg,"Power, heat and gas","Dirch Passers Allé 76, Frederiksberg 2000",55.685323,12.501322
385,Copenhagen Institute for Futures Studies,http://www.cifs.dk/?lng=2,Academia/Research,,,Copenhagen K,Non-profit think tank,"Nørre Farimagsgade 65, Copenhagen K 1364",55.68541,12.56849
386,IFU - Investeringsfonden for Udviklingslande,http://www.ifu.dk,Finance,,,Copenhagen,Wind Energy; Oil and Gas,"Fredericiagade 27, Copenhagen 1310",55.68579,12.59016
387,The Danish Climate Investment Fund,https://danishclimateinvestmentfund.com,Finance,Solar,Wind,Copenhagen K,Funding climate projects,"Fredericiagade 27, Copenhagen K 1310",55.68579,12.59016
388,MDC - Maritime Development Center,http://www.mdc.center,Media,Mobility as a Service,,Copenhagen,Oil and Gas; Wind Energy,"Amaliegade 33B, Copenhagen 1256",55.68672,12.59481
389,Nicodesign,https://nicodesign.dk,Architecture/Design,,,Copenhagen K,Architectural design,"Sølvgade 36, Copenhagen K 1307",55.68692,12.58083
390,Spark,https://sparkcph.dk,Media,,,Copenhagen N,,"Baggesensgade 4C, Copenhagen N 2200",55.68702,12.5615
391,Green Dealflow,https://greendealflow.com,Solar,Wind,,Copenhagen K,Solar and wind business matching,"Esplanaden 18, Copenhagen K 1263",55.68743,12.59226
392,APMH Invest IV,https://apmhgeothermal.com/en/,Thermal Energy,Built Environment/Construction,,Copenhagen,Other,"Esplanaden 50, Copenhagen 1263",55.6878,12.59705
393,Geological Survey of Denmark and Greenland (GEUS),http://www.geus.dk/geuspage-uk.htm,Thermal Energy,Academia/Research,,Copenhagen K,Research and advisory institution,"Rigensgade 11, Copenhagen K 1316",55.6883,12.58223
394,"GEUS, Danmarks og Grønlands Geologiske Undersøgelse",http://www.geus.dk,Geology,Consulting,Academia/Research,Copenhagen,Oil and Gas,"Øster Voldgade 10, Copenhagen 1350",55.688566,12.580771
395,CPH City & Port Development,https://byoghavn.dk,Finance,Built Environment/Construction,,Copenhagen K,Urban development,"Nordre Toldbod 9, Copenhagen K 1259",55.68877,12.59847
396,arki_lab,http://www.arkilab.dk,Consulting,Built Environment/Construction,Architecture/Design,Copenhagen N,Urban design studio,"Birkegade 4a, Copenhagen N 2200",55.69017,12.5585
397,"Julia F. Chozas, Consulting Engineer",https://juliafchozas.com,Wave/Water/Hydro,Consulting,,Copenhagen N,Offshore renewable energies,"Blegdamsvej 4, Copenhagen N 2200",55.6909,12.56167
398,Polyteknik AS,http://www.polyteknik.com/,Enabling Technologies/Components,Manufacturing,Lighting,Oestervraa,,"Moellegade 21, Oestervraa 9750",55.69145,12.5567
399,Steensen Varming,http://www.steensenvarming.com/,Architecture/Design,Engineering,Lighting,Copenhagen N,Building services consultancy,"Ryesgade 23, Copenhagen N 2200",55.69188,12.56642
400,EKJ Rådgivende Ingeniører,https://www.ekj.dk/,Professional Services,Consulting,Engineering,Copenhagen,Energy consultancy,"Blegdamsvej 58, Copenhagen 2100",55.69381,12.56848
401,Hybrid Greentech,https://hybridgreentech.com,Professional Services,Storage,Enabling Technologies/Components,Roskilde,Energy storage,"Frederiksborgvej 399, Building 130, Roskilde 4000",55.69431,12.10177
402,Danish-Chinese Business Forum,https://dcbf.dk,Professional Services,IoT/IIoT,Finance,Copenhagen Ø,Non-profit network organization,"Indiakaj 20, Copenhagen Ø 2100",55.69497,12.59849
403,DTU Wind Energy,http://www.vindenergi.dtu.dk/english,Wind,,,Roskilde,Wind energy research centre,"Frederiksborgvej 399, Roskilde 4000",55.69533,12.10189
404,Kite-X,https://kitex.tech/,Wind,Energy Systems/Management,,Roskilde,Drone and kite technology,"Frederiksborgvej 399, Roskilde 4000",55.69533,12.10189
405,SIRIUS advokater,https://www.siriusadvokater.com/,Law,Professional Services,Environmental Remediation,Copenhagen Ø,,"Dampfærgevej 10, 2. sal, Copenhagen Ø 2100",55.69708,12.59471
406,Dialight,http://www.dialight.com,Lighting,Energy Efficiency,,Glostrup,Wind Energy Product Supplier,"Ejby Industrivej 91B, Glostrup 2600",55.69714,12.41709
407,Sabik Offshore ApS,https://www.sabik-offshore.com/,Wind,Lighting,Professional Services,Glostrup,Wind Energy,"Ejby Industrivej 91B, Glostrup 2600",55.69714,12.41709
408,Viasol,https://www.viasol.dk/,Solar,Storage,Professional Services,Copenhagen NV,,"Hejrevej 39, Copenhagen NV 2400",55.69905,12.53291
409,Faktor 3,http://faktor-3.dk/uk/front-page.aspx,Professional Services,Media,Marketing,Copenhagen NV,Integrating solar cells in production,"Hejrevej 37, Copenhagen NV 2400",55.69912,12.53323
410,INFUSER,https://infuser.eu,Built Environment/Construction,Energy Efficiency,,Copenhagen N,Air purification,"Ole Maaløes Vej 5, Copenhagen N 2200",55.69939,12.55703
411,Christensen & Co. architects,http://www.christensenco.dk/eng/,Architecture/Design,Built Environment/Construction,,Copenhagen N,Sustainability through integrated design,"Bragesgade 10 B, Copenhagen N 2200",55.69971,12.54433
412,Bech-Bruun,https://bechbruun.com/en,Law,Consulting,Professional Services,Copenhagen Ø,Advisors within energy and environment,"Langelinie Allé 35, Copenhagen Ø 2100",55.699869,12.599844
413,Black Silicon Solar,http://www.blacksiliconsolar.com/,Solar,,,Copenhagen NV,Nanotechnology for solar cells,"Borups Allé 233A-249E, Copenhagen NV 2400",55.7006,12.51974
414,Copenhagen Infrastructure Partners (CIP),http://www.cipartners.dk/,Finance,Built Environment/Construction,Wind,Copenhagen,Wind Energy developer & investor,"Langelinie Allé 41, Copenhagen 2100",55.70068,12.59995
415,Plesner Advokatpartnerselskab,https://www.plesner.com/,Law,Professional Services,Consulting,Copenhagen Ø,,"Amerika Plads 37, Copenhagen Ø 2100",55.7007,12.59404
416,Total,http://www.total.com,Generation/Transmission,Energy Systems/Management,,Copenhagen,Wind Energy developer & investor,"Amerika Plads 29, Copenhagen 2100",55.7007,12.59404
417,Anemo Analytics,http://www.anemo-analytics.com/,Wind,IoT/IIoT,Professional Services,Copenhagen,Data driven customer solutions,"Nannasgade 28, Copenhagen 2200",55.70134,12.54704
418,ISC Rådgivende Ingeniører A/S,http://www.isc.dk/,Engineering,Professional Services,,Copenhagen,Wind Energy consulting services,"Øster Allé 31, Copenhagen 2100",55.70152,12.57122
419,SUSTAINIA,https://sustainiaworld.com/,Consulting,Professional Services,Media,Copenhagen Ø,Consulting and communication,"Langelinie Allé 47, Copenhagen Ø 2100",55.70183,12.60011
420,TREDJE NATUR,https://tredjenatur.dk,Architecture/Design,Professional Services,,Copenhagen N,Architects merging buildings and biology,"Heimdalsgade 35, Copenhagen N 2200",55.70231,12.54416
421,Natur-Energi,https://natur-energi.dk,Energy Efficiency,Marketing,Wind,Copenhagen N,Climate friendly energy supplier,"Tagensvej 85, Copenhagen N 2200",55.70267,12.54857
422,WATURU,https://waturu.com,Circular Economy,Energy Efficiency,Enabling Technologies/Components,Vejle,Intelligent water technology,"Sjællandsgade 32, Vejle 7100",55.7034,9.545025
423,COPAC,https://copac.dk,Enabling Technologies/Components,,,Copenhagen NV,Environmental monitoring/measuring,"Lygten 37, Copenhagen NV 2400",55.70378,12.53756
424,Fors,https://fors.dk,Environmental Remediation,Professional Services,Consulting,Holbæk,Circular economy,"Tåstrup Møllevej 5, Holbæk 4300",55.70383,11.70896
425,Upteko,http://www.upteko.com,IoT/IIoT,Enabling Technologies/Components,Evaluation/Compliance,Copenhagen,Wind Energy; Oil and gas,"Titangade 11, Copenhagen 2200",55.70435,12.5538
426,Seaborg ApS,http://seaborg.co,Nuclear,Generation/Transmission,,Copenhagen,Energy storage; Integration of renewables,"Titangade 11, Copenhagen 2200",55.70437,12.5534
427,Donkey Republic,https://www.donkey.bike/,Mobility as a Service,,,Copenhagen Ø,Bike sharing service,"Vermundsgade 13, Copenhagen Ø 2100",55.70466,12.55468
428,Copenhagen Centre on Energy Efficiency,http://www.energyefficiencycentre.org/,Energy Efficiency,Policy,,Copenhagen Ø,Implementing energy efficiency policys,"Marmorvej 51, Copenhagen Ø 2100",55.70475,12.59756
429,UN City,https://un.dk,Policy,Energy Efficiency,,Copenhagen Ø,UN office facilities,"Marmorvej 51, Copenhagen Ø 2100",55.70475,12.59756
430,Region of Southern Denmark,https://regionsyddanmark.dk,Policy,,,Vejle,,"Damhaven 12, Vejle 7100",55.70478,9.524744
431,Vestforbrænding,https://www.vestfor.dk/,Circular Economy,Environmental Remediation,Energy Efficiency,Glostrup,Recycling and waste-to-energy plant,"Ejby Mosevej 219, Glostrup 2600",55.70614,12.42145
432,VertikalAI,https://www.vertikal-ai.com/home,Wind,IoT/IIoT,Evaluation/Compliance,Vejle,Artificial intelligence,"Jyllandsgade 8, Vejle 7100",55.70638,9.539192
433,Siemens Gamesa Renewable Energy A/S,http://www.siemensgamesa.com/en/,Wind,Professional Services,Engineering,Vejle,Wind Energy Product Supplier,"Fiskergade1-9, Vejle 7100",55.70654,9.534154
434,SustainSolutions,https://sustainsolutions.dk/,Engineering,Finance,Energy Efficiency,Copenhagen Ø,Energy renovations,"Rønnegade 1, Copenhagen Ø 2100",55.70818,12.55783
435,Smith,https://smithinnovation.dk,Built Environment/Construction,Professional Services,Consulting,Copenhagen Ø,Consultancy for the building industry,"Teglværksgade 37, Copenhagen Ø 2100",55.70829,12.5584
436,Purix,https://purix.com,Solar,Built Environment/Construction,,Copenhagen Ø,Environmentally friendly air condition,"Langøgade 17, Copenhagen Ø 2100",55.70882,12.56885
437,Vilhelm Lauritzen Architects,http://www.vla.dk/english/index.html,Architecture/Design,Energy Efficiency,,Copenhagen Ø,"Development, architecture and design","Sundkaj 9, Copenhagen Ø 2100",55.70897,12.60274
438,Dryp,https://www.dryp.global/,Wave/Water/Hydro,Enabling Technologies/Components,IoT/IIoT,Nordhavn,Water technology,"Sundkaj 7, 2. tv, Nordhavn 2150",55.70937,12.60057
439,EnergyLab Nordhavn,http://www.energylabnordhavn.dk/,Energy Efficiency,Energy Systems/Management,,Copenhagen Ø,Full-scale smart city energy-lab,"Sundkaj 7, Copenhagen Ø 2100",55.70937,12.60057
440,NorthQ,https://northq.com,IoT/IIoT,Sensors,Energy Efficiency,Copenhagen Ø,Engineering consultancy,"Bryggervangen 19, Copenhagen Ø 2100",55.70968,12.5636
441,Kromann Reumert,https://www.kromannreumert.com/,Law,Professional Services,Utility/Grid,Copenhagen Ø,,"Sundkrogsgade 5, Copenhagen Ø 2100",55.710123,12.591103
442,HOE360 Consulting - Urban mobility,http://hoe360consulting.dk/index.php/en/,Mobility as a Service,Consulting,Circular Economy,Copenhagen Ø,Sustainable and green mobility,"Rudolph Berghs Gade 43, Copenhagen Ø 2100",55.71029,12.55743
443,Gottlieb Paludan Architects,http://www.gottliebpaludan.com/en,Architecture/Design,,,Copenhagen Ø,Sustainable architecture,"Orientkaj, Copenhagen Ø 2100",55.71034,12.60014
444,EKF - Finance your purchases of Danish solutions,http://www.ekf.dk/en/Pages/default.aspx,Professional Services,Finance,,Copenhagen Ø,Denmark’s export credit agency,"Lautrupsgade 11, Copenhagen Ø 2100",55.71061,12.58928
445,Vejle Municipality,https://resilient.vejle.dk,Architecture/Design,Energy Efficiency,Built Environment/Construction,Vejle,Danish municipality of Vejle,"Skolegade 1, Vejle 7100",55.71069,9.529036
446,DFDS A/S,https://dfds.com,Mobility as a Service,,,Copenhagen Ø,,"Sundkrogsgade 11, Copenhagen Ø 2100",55.71132,12.59237
447,CORE,https://coreas.dk,Energy Efficiency,Manufacturing,,Herlev,Stable sustainable savings,"Marielundvej 48, Herlev 2730",55.71275,12.42883
448,Clipper Group,http://www.clipper-group.com,Materials,Mobility as a Service,,Copenhagen Ø,Maritime vessel management,"Sundkrogsgade 19, Copenhagen Ø 2100",55.71305,12.59233
449,Leitra DK,http://leitra.dk,Mobility as a Service,,,Herlev,,"Symfonivej 20, Herlev 2730",55.71518,12.44819
450,Danish Maritime,https://danishmaritime.org,Mobility as a Service,,,Herlev,Representing the Danish maritime sector,"Symfonivej 18, Herlev 2730",55.71519,12.44767
451,EyeCular,https://eyecular.com,Thermal Energy,,,Copenhagen Ø,thermal stratification in hot water,"Fruebjergvej 3, Copenhagen Ø 2100",55.7156,12.54906
452,Lemvigh-Müller,https://www.lemu.dk/,Enabling Technologies/Components,Materials,Manufacturing,Herlev,,"Stationsalléen 40, Herlev 2730",55.719248,12.44664
453,ABB,http://www.abb.dk,Enabling Technologies/Components,Manufacturing,,Skovlunde,Digital transformation of industries,"Meterbuen 33, Skovlunde 2740",55.72026,12.417409
