idx,company,website,tax1,tax2,tax3,city,notes,address,lat,lng
770,Port of Grenaa,https://port-of-grenaa.com,Mobility as a Service,,,Grenaa,"Transport, logistics & installation","Havnecentervej 1, Grenaa 8500",56.4107,10.92371
771,DBH Technology - Hveiti,http://hveiti.dk/en/content/contact,Professional Services,Circular Economy,,Grenå,Biotechnological development company,"Kattegatvej 3, Grenå 8500",56.41116,10.91874
772,Municipality of Norddjurs,https://norddjurs.dk,Wind,Policy,Solar,Grenå,A positive and resilient community,"Torvet 1, Grenå 8500",56.41384,10.87541
773,JKJ Stålteknik,https://jkj.dk,Built Environment/Construction,Professional Services,,Grenå,Steel installation,"Neptunvej 6, Grenå 8500",56.41827,10.92593
774,Wind Estate,https://www.windestate.co.uk/,Wind,Engineering,Evaluation/Compliance,Randers SV,Wind developer,"Læsøvej 1, Randers SV 8940",56.42136,10.05142
775,HSM Industri A/S,http://www.hsm.dk,Professional Services,Engineering,Built Environment/Construction,Grenå,Wind Energy; Oil and Gas,"Bredstrupvej 50, Grenå 8500",56.4225,10.91667
776,Actec,https://actec.dk/,Storage,Mobility as a Service,Enabling Technologies/Components,Randers SV,,"Alsvej 5, Randers SV 8940",56.42784,10.03525
777,Grenaa Solenergi,http://www.grenaasolenergi.dk/,Solar,Energy Systems/Management,,Grenaa,,"Slemmingvej 1, Grenaa 8500",56.42841,10.80967
778,BM2 INDUSTRI A/S,http://bm2.dk/,Manufacturing,Wind,Enabling Technologies/Components,Bøvlingbjerg,Wind Energy; Oil ang Gas; Other; Integration of Renewables; Energy Storage,"Brørupvænget 16, Bøvlingbjerg 7650",56.42957,8.20942
779,Viking Wind,https://viking-wind.energy/,Wind,Engineering,Professional Services,Randers SØ,Producer of wind turbines,"Holger Danskes Vej 23b, Randers SØ 8960",56.43899,10.06941
780,Arkikon,https://arkikon.dk,Built Environment/Construction,,,Grenå,Developing process – and heating plants,"Fornæsvej 9, Grenå 8500",56.44334,10.95764
781,Vink Plast ApS,http://www.vink.dk/,Lighting,Circular Economy,Manufacturing,Randers,Wind Energy Product Supplier,"Kristrup Engvej 10, Randers 8900",56.45099,10.05948
782,Central Denmark Region,https://www.rm.dk/om-os/english/regional-development/,Built Environment/Construction,,,Viborg,"Climate – Green, safe and healthy","Skottenborg 26, Viborg 8800",56.45356,9.401243
783,Lemvigh-Müller,https://www.lemu.dk/,Enabling Technologies/Components,Materials,Manufacturing,Randers,,"Tronholmen 14, Randers 8960",56.455747,10.051809
784,Kery Chip,https://kerychip.com/,Enabling Technologies/Components,Solar,Wind,Viborg,,"Mellemhøjen 5, Viborg 8800",56.45782,9.434891
785,VITANI ENERGY SYSTEMS A/S,https://vitanigroup.com/,IoT/IIoT,Security/Cybersecurity,Energy Efficiency,Viborg,Securing buildings; CTS solutions; Datadriven construction insight,"Vestermarksvej 3, Viborg 8800",56.45923,9.362797
786,Phoenix Design Aid,https://phoenixdesignaid.com,Architecture/Design,Marketing,,Randers C,Graphic and digital solutions,"Østergade 19, Randers C 8900",56.46273,10.04197
787,CirkelEnergi,https://cirkelenergi.dk/,Solar,Wind,Generation/Transmission,Viborg,Wind and solar solutions,"Farvervej 39, Viborg 8800",56.46635,9.396484
788,Cramer El-service,https://cramer-el.dk/,Professional Services,Solar,Built Environment/Construction,Skive,,"Strømmen 2, Skive 7800",56.47047,9.055526
789,Alfred Priess,https://priess.dk,Solar,Storage,Energy Efficiency,Vinderup,Supplier of solar street lighting,"Sevelvej 51, Vinderup 7830",56.47893,8.786554
790,Priess,http://www.priess-web.dk/,Solar,Energy Efficiency,Built Environment/Construction,Vinderup,Heating systems,"Sevelvej 51, Vinderup 7830",56.47893,8.786554
791,Agro Business Park/Innovation Network for Biomass,http://www.agropark.dk/index.php,Circular Economy,,,Tjele,Bioenergy and biomass industry network,"Niels Pedersens Alle 2, Tjele 8830",56.48619,9.578679
792,Lundsby biogas,https://lundsbybiogas.dk,Biofuels,Generation/Transmission,,Tjele,Biogas plant design and construction,"Niels Pedersens Alle 2, Tjele 8830",56.48619,9.578679
793,Verdo,https://verdo.dk/da/velkommen,Generation/Transmission,IoT/IIoT,,Randers NV,"Electricity, wawes and heating","Agerskellet 7, Randers NV 8920",56.49085,10.01988
794,Thermaflex Nordic,https://thermaflex.dk,Thermal Energy,Built Environment/Construction,Professional Services,Randers NV,Energy and water systems,"Agerskellet 16, Randers NV 8920",56.4914,10.02151
795,RG Rom Gummi A/S,http://www.romgummi.dk,Materials,Manufacturing,Professional Services,Lemvig,Wind Energy Product Supplier,"Jupitervej 26-30, Lemvig 7620",56.51651,8.309362
796,Lemvig Biogas,http://www.lemvigbiogas.com/index.htm,Biofuels,Generation/Transmission,,Lemvig,Heat and power from biogas,"Pillevej 12, Lemvig 7620",56.51694,8.313222
797,DEIF Wind Power Technology,https://deifwindpower.com,Wind,Energy Efficiency,,Skive,Supplier of sustainable control solutions,"Frisenborgvej 33, Skive 7800",56.53628,9.030538
798,Lemvigegnens Landboforening,https://www.lemvig-landbo.dk/,Consulting,Wind,Solar,Lemvig,Wind Energy consulting services,"Industrivej 53, Lemvig 7620",56.53983,8.294692
799,Revisionsfa. Ole Vestergaard,https://www.olv.dk/,Finance,Professional Services,,Fårup,Wind Energy consulting services,"Bakkevænget 16, Fårup 8990",56.54475,9.857722
800,Nordic Energy Advice,https://nordicenergyadvice.com/,Engineering,Professional Services,Built Environment/Construction,Lemvig,Wind Energy consulting services,"Banegårdsvej 5, Lemvig 7620",56.54719,8.301168
801,Skovgaard Invest ApS,,Finance,Generation/Transmission,,Lemvig,Wind Energy developer & investor,"Kirkebyvej 1, Lemvig 7620",56.55936,8.222448
802,Frontmatec,https://frontmatec.com,Enabling Technologies/Components,Professional Services,Consulting,Skive,Automation solutions,"Østerbro 5, Skive 7800",56.56501,9.033551
803,Energi Safari,https://energisafari.dk,Professional Services,Media,Marketing,Skive,Cleantech know-how,"Rådhuspladsen 2, Skive 7800",56.566066,9.031173
804,Energibyen Skive,https://energibyenskive.dk/,Policy,Architecture/Design,Energy Efficiency,Skive,Energy department of Skive Municipality,"Rådhuspladsen 2, Skive 7800",56.566231,9.030738
805,Dantherm,https://www.dantherm.com/dk,Energy Efficiency,Professional Services,Consulting,Skive,Air handling system provider,"Marienlystvej 65, Skive 7800",56.60028,9.02177
806,N. C. Nielsen,http://www.nc-nielsen.dk,Enabling Technologies/Components,Mobility as a Service,Wind,Spøttrup,"Transport, logistics & installation","Nørregade 66, Balling, Spøttrup 7860",56.62283,8.881746
807,Eurowind Energy A/S,https://www.eurowindenergy.com/DK.aspx,Solar,Wind,,Hobro,Wind turbines and solar pannels,"Mariagervej 58, Hobro 9500",56.62854,9.820257
808,GreenLab Skive,https://www.greenlab.dk/,Enabling Technologies/Components,Academia/Research,,Spøttrup,12MW electrolysis plant to generate green methanol and 1.6 MWh battery storage facility,"Kåstrupvej 22, Spøttrup 7860",56.6455,8.977852
809,Ventus Wind Services A/S,http://www.Ventuswind.dk,Wind,Professional Services,Consulting,Havndal,Wind Energy,"Lyshøj Møllevej 2, Havndal 8970",56.65055,10.20973
810,Ballard Europe,http://www.ballard.com/,Storage,Mobility as a Service,,Hobro,Fuel cell solutions,"Majsmarken 1, Hobro 9500",56.65416,9.796048
811,Hydrogen Valley,http://hydrogenvalley.dk/frontpage-en/,Hydrogen,Biofuels,,Hobro,Hydrogen in the energy system,"Majsmarken 1, Hobro 9500",56.65416,9.796048
812,Nordic Folkecenter for Renewable Energy,https://folkecenter.net,Professional Services,Media,Academia/Research,Hurup Thy,Renewable energy research organisation,"Kammersgårdsvej 16, Hurup Thy 7760",56.69398,8.414061
813,Thyborøn Havn,http://www.thyboronport.com,Mobility as a Service,,,Thyborøn,Wind Energy; Oil and Gas,"Tankskibsvej 4, Thyborøn 7680",56.70048,8.221729
814,North Sea Offshore Service Group,http://www.nsosg.dk,Mobility as a Service,Professional Services,Engineering,Thyborøn,Wind Energy,"Havnegade 15, Thyborøn 7680",56.70404,8.220978
815,Blade Repair Solutions,http://skagensmaleren.dk/our-units/blade-repair-solutions/,Wind,Enabling Technologies/Components,Professional Services,Hadsund,Wind Energy operation & maintenance,"Hedevej 25, Hadsund 9560",56.724038,10.100134
816,PowerCon A/S,http://www.powercon.dk/index.php,Wind,Enabling Technologies/Components,Engineering,Hadsund,Wind Energy; Oil and Gas,"Textilvænget 6, Hadsund 9560",56.72885,10.10824
817,Weiss,http://weiss2energy.eu,Biofuels,Professional Services,Energy Efficiency,Hadsund,Customised systems for burning biomass,"Norgesvej 1, Hadsund 9560",56.73595,10.10445
818,Mariagerfjord Vand,https://www.mariagerfjordvand.dk/,Wave/Water/Hydro,,,Hadsund,Rain – and wastewater treatment,"Islandsvej, Hadsund 9560",56.73979,10.11165
819,GPV Electronics A/S,https://www.gpv-group.com/,Manufacturing,Professional Services,,Aars,EMS,"Lyngsøvej 8, Aars 9600",56.79882,9.502803
820,Thy-Mors Energi Service A/S,https://www.thymors.dk/,Generation/Transmission,Utility/Grid,,Nykøbing M.,Wind Energy developer & investor,"Elsøvej 107, Nykøbing M. 7900",56.79936,8.840116
821,C. F. Nielsen,http://www.cfnielsen.com,Biofuels,Energy Systems/Management,,Bælum,Solutions for biomass and waste,"Solbjergvej 19, Bælum 9574",56.82826,10.13302
822,PlanEnergi,http://planenergi.eu/,Consulting,Energy Systems/Management,Professional Services,Skørping,Renewable energy consultancy,"Jyllandsgade 1, Skørping 9520",56.83508,9.88753
823,Arcon-Sunmark,http://arcon-sunmark.com/,Solar,Built Environment/Construction,Energy Efficiency,Skørping,,"Skørping Nord 3, Skørping 9520",56.85746,9.891022
824,Norlys,https://norlys.dk/,Utility/Grid,Energy Systems/Management,,Støvring,Supplier of natural gas and electricity - mainly domestic homes,"Juelstrupparken 16, Støvring 9530",56.88318,9.808842
825,DVI Energi,https://www.dvienergi.com/,Thermal Energy,Professional Services,Consulting,Støvring,Heating pumps,"Industrimarken 2C, Støvring 9530",56.8881,9.791912
826,Thermonova,https://www.thermonova.dk/,Thermal Energy,Built Environment/Construction,Energy Efficiency,Nibe,Heat pumps,"Ejdrupvej 46, Nibe 9240",56.89027,9.539881
827,Salling Plast,http://www.sallingplast.com/en,Enabling Technologies/Components,Professional Services,,Ranum,Specializing in custom solutions,"Idrætsvej 22, Ranum 9681",56.89608,9.219081
828,Xergi,https://xergi.com,Biofuels,Circular Economy,,Støvring,,"Hermesvej 1, Støvring 9530",56.89997,9.839155
829,Nature Energy,https://natureenergy.dk/,Circular Economy,Biofuels,,Strøvring,Implementation of biogas,"Hermesvej 1, Strøvring 9530",56.900099,9.839219
830,Thisted Municipality,https://stateofgreen.com/en/partners/thisted-municipality/,Policy,Enabling Technologies/Components,Energy Efficiency,Thisted,Municipality of Thisted,"Asylgade 30, Thisted 7700",56.953,8.691158
831,Global Wind Power,https://globalwindpower.com,Wind,,,Thisted,Wind turbine projects,"Jernbanegade 11, Thisted 7700",56.95391,8.690629
832,Hexa-Cover,https://hexa-cover.com,Energy Efficiency,Enabling Technologies/Components,,Thisted,Floating cover solutions,"Vilhelmsborgvej 5, Thisted 7700",56.9611,8.722944
833,AB Metal,https://www.aluminium.dk/,Materials,Manufacturing,Enabling Technologies/Components,Thisted,Consultancy,"Pantervej 7, Thisted 7700",56.96144,8.735341
834,LOGSTOR,https://logstor.com,Enabling Technologies/Components,Professional Services,Energy Efficiency,Løgstør,Pre-insulated pipe solutions,"Danmarksvej 11, Løgstør 9670",56.96202,9.266504
835,Nordic Wind Consultans,http://www.nordicwindconsultants.dk,Wind,Consulting,,Vesløs,Wind Energy consulting services,"Gl. Feggesundvej 134, Vesløs 7742",56.973489,8.920811
836,GK Energi ApS,http://www.GKEnergi.dk,Wind,,,Nibe,Wind Energy developer & investor,"Skalhuse 5, Nibe 9240",56.99467,9.666249
837,Aircold,https://aircold.dk,Energy Efficiency,Built Environment/Construction,,Aalborg SØ,Supplier of cooling systems,"Vissevej 95A, Aalborg SØ 9210",56.99538,9.931515
838,Liftra,https://liftra.com/da/,Wind,Mobility as a Service,Engineering,Aalborg,Wind turbines; Turbine equipment,"Stationsmestervej 81, Aalborg 9200",57.00994,9.900329
839,Power Curve ApS,http://powercurve.dk/,Wind,Engineering,Professional Services,Aalborg SV,Wind turbines; Improvement of performance,"Stationsmestervej 81, Aalborg SV 9200",57.00994,9.900329
840,Aalborg Energie Technik,https://aet-biomass.com,Engineering,Built Environment/Construction,Biofuels,Aalborg Øst,Engineering biomass plants,"Alfred Nobels Vej 21f, Aalborg Øst 9220",57.01067,9.990906
841,Balluff,http://www.balluff.dk,Enabling Technologies/Components,Consulting,Professional Services,Aalborg Ø,Wind Energy Product Supplier,"Niels Jernes Vej 10, Aalborg Ø 9220",57.01252,9.988374
842,EMD International,https://emd.dk,Wind,Professional Services,Consulting,Aalborg Øst,Software and knowledge centre,"Niels Jernes Vej 10, Aalborg Øst 9220",57.01252,9.988374
843,Neogrid Technologies,https://neogrid.dk/,IoT/IIoT,Enabling Technologies/Components,Energy Efficiency,Aalborg Ø,PreHEAT; Energy efficiency,"Niels Jernes vej 10, Aalborg Ø 9220",57.01252,9.988374
844,Shanghai Aowei Technology Development A/S,https://novi.dk/dk/aowei-technology,Storage,Generation/Transmission,Mobility as a Service,Aalborg Ø,Supercondenser as primary energysource,"Niels Jernes vej 10, Aalborg Ø 9220",57.01252,9.988374
845,Energy Cluster Denmark,https://eicluster.dk,Solar,Wind,,Esbjerg,,"Niels Jernes Vej 14, Aalborg Øst 9220",57.013398,9.989005
846,Aalborg University,https://www.aau.dk/,Academia/Research,,,Aalborg Ø,Research,"Fredrik Bajers Vej 5, Aalborg Ø 9220",57.01504,9.986832
847,Seluxit,https://www.seluxit.com/,IoT/IIoT,Professional Services,,Aalborg SV,IoT technology,"Sofiendalsvej 74, Aalborg SV 9200",57.01961,9.88396
848,Nordiske Medier A/S,https://nordiskemedier.dk/,Media,Professional Services,,Aalborg,Wind Energy; Oil ang Gas; Other; Integration of Renewables; Energy Storage,"Langagervej 1, Aalborg 9220",57.02134,9.974075
849,Logimatic,https://logimatic.dk,Energy Efficiency,Consulting,IoT/IIoT,Aalborg SV,Software and automation solutions,"Sofiendalsvej 5B, Aalborg SV 9200",57.022,9.887584
850,AVEVA Denmark A/S,http://www.aveva.com,IoT/IIoT,Engineering,Professional Services,Aalborg SV,Wind Energy; Oil and Gas,"Sofiendalsvej 5A, Aalborg SV 9200",57.02219,9.887844
851,Centrica Energy Trading,https://www.neasenergy.com/ new website: https://www.centrica.com/,IoT/IIoT,Utility/Grid,,Aalborg,Trading,"Skelagervej 1, Aalborg 9000",57.02254,9.901176
852,Spar Nord Bank A/S,https://www.sparnord.dk/,Finance,Professional Services,,Aalborg,Wind Energy consulting services,"Skelagervej 15, Aalborg 9000",57.02285,9.892019
853,SerEnergy,https://serenergy.com,Storage,Generation/Transmission,,Aalborg,Methanol fuel cell solutions,"Lyngvej 8, Hasseris, Aalborg 9000",57.02528,9.897121
854,COWI A/S,https://www.cowi.dk/,Consulting,Professional Services,Energy Systems/Management,Aalborg,Complete solutions regarding district heating and cooling,"Visionsvej 53, Aalborg 9000",57.03732,9.933646
855,Intego,https://intego.dk/,Professional Services,Engineering,Built Environment/Construction,Aalborg,"Electricity, mechanic and automation; Technicians and specialists","Blytækkervej 3-7, Aalborg 9000",57.03737,9.925698
856,NB Ventilation,https://nbventilation.dk/,Built Environment/Construction,Energy Efficiency,,Aalborg Ø,Ventilation,"Svanningevej 2, Aalborg Ø 9220",57.03785,10.02362
857,Aalborg CSP,https://aalborgcsp.com,Solar,Thermal Energy,Energy Efficiency,Aalborg,Innovative renewable energy technologies,"Hjulmagervej 55, Aalborg 9000",57.03841,9.921023
858,eco2LIGHT,https://eco2light.dk/,Lighting,Professional Services,,Aalborg,LED Lightning,"Gørtlervej 21, Aalborg 9000",57.03886,9.923682
859,Rambøll,https://dk.ramboll.com/,Engineering,Architecture/Design,Consulting,Aalborg,Off- and onshore windtechnology,"Prinsensgade 11, Aalborg 9000",57.04426,9.916213
860,City of Aalborg,http://www.aalborg.dk/english,Energy Efficiency,Built Environment/Construction,,Aalborg,Danish municipality of Aalborg,"Boulevarden 13, Aalborg Centrum, Aalborg 9000",57.04616,9.919181
861,ProCon Wind Energy A/S,http://www.proconas.dk,Wind,Engineering,Consulting,Aalborg Øst,Wind Energy operation & maintenance,"Langerak 17, Aalborg Øst 9220",57.04848,10.04823
862,Universal Foundation A/S,https://universal-foundation.com/,Wind,Enabling Technologies/Components,Consulting,Aalborg Ø,Mono Bucket,"Langerak 17, 1. Sal, Aalborg Ø 9220",57.04848,10.04823
863,Adding ApS,https://www.addingengineering.dk/,Engineering,Professional Services,,Aalborg,"Engineering; Boilers for biomass, oil, gas etc.","Gasværksvej 26, Aalborg 9000",57.04864,9.948298
864,Blue World Technologies,https://www.blue.world/,Storage,Enabling Technologies/Components,Mobility as a Service,Aalborg Ø,Fuel cell technology,"Lavavej 16, Aalborg Ø 9200",57.04882,9.921747
865,LE34,https://www.le34.dk/en/,Evaluation/Compliance,,,Aalborg,Wind Energy consulting services,"Gasværksvej 30 R, Aalborg 9000",57.04909,9.949053
866,Mariendal Electrics,https://mariendal.dk/,Professional Services,Energy Efficiency,Security/Cybersecurity,Aalborg,Electric fitting; Industrial automation,"Gasværksvej 44, Aalborg 9000",57.05156,9.957257
867,ITW WindGroup,https://itwwind.com,Solar,Wind,,Aalborg,Wind energy solutions,"Gasværksvej 46, Aalborg 9000",57.05218,9.957879
868,Senti,https://senti.io/dk/,IoT/IIoT,Professional Services,,Aalborg,IoT Technology,"C. A. Olesens Gade 4, Aalborg 9000",57.05402,9.911396
869,Network for Sustainable Business Development,https://nben.dk/english,Media,Professional Services,,Nørresundby,Environmental sustainability,"Stigsborg Brygge 5, Nørresundby 9400",57.05417,9.93524
870,BLAEST - Blade Test Centre,http://www.blaest.com,Wind,Evaluation/Compliance,,Aalborg,"R&D, test & demonstration","Landdybet 10, Aalborg 9220",57.05471,10.04573
871,Bladt Industries,https://www.bladt.dk/home.aspx,Built Environment/Construction,Wind,Oil and Gas,Aalborg Øst,Steel technology for the energy sector,"Nørredybet 1, Aalborg Øst 9220",57.05579,10.03733
872,SafeEx,http://www.safeex.com,IoT/IIoT,Evaluation/Compliance,Professional Services,Nørresundby,Oil and Gas,"Stigsborgvej 60, Nørresundby 9400",57.05886,9.94997
873,Inopower A/S,http://inopower.dk/,Enabling Technologies/Components,Utility/Grid,Energy Systems/Management,Nørresundby,Power2Heat solutions,"Stigsborgvej 36, Nørresundby 9400",57.05943,9.943012
874,Green-Team-Thy,https://stateofgreen.com/en/partners/green-team-thy/,Academia/Research,,,Thisted,Renewable energy laboratory,"Testcentervej 5A, Thisted 7700",57.06294,8.883661
875,ITW Performance Polymers,http://www.itwengineeredpolymers.com,Enabling Technologies/Components,Materials,,Aalborg Ø,Wind Energy Product Supplier,"Rørdalsvej 44, Aalborg Ø 9220",57.06342,9.973343
876,Strøm Hansen A/S,https://www.stroemhansen.dk/,Built Environment/Construction,IoT/IIoT,Professional Services,Nørresundby,Electricity supply,"Sundsholmen 39, Nørresundby 9400",57.06409,9.950553
877,AAG Aalborg Gummivarefabrik A/S,https://aag.world/shop/frontpage.html,Manufacturing,Energy Systems/Management,Professional Services,Nørresundby,Nacelle; Offshore jackets etc.,"Sundsholmen 3, Nørresundby 9400",57.0678,9.95355
878,BMS,https://eng.bms.dk/,Built Environment/Construction,Professional Services,,Nørresundby,"Transport, logistics & installation","Troldholm 8, Nørresundby 9400",57.07231,9.888295
879,LITE,https://lite-led.dk/,Lighting,Energy Efficiency,,Nørreundby,LED Lightning,"Østre Fælledvej 11, Nørreundby 9400",57.07526,9.95509
880,DESMI Danmark,https://www.desmi.com/danish.aspx,Environmental Remediation,Circular Economy,Professional Services,Nørresundby,Pumps,"Tagholm 1, Nørresundby 9400",57.07581,9.885091
881,GreenEnerTech Aps,http://www.green-ener-tech.dk/export_wind.html,Wind,Professional Services,Consulting,Vestbjerg,Wind Energy operation & maintenance,"Agdrupvej 10, Vestbjerg 9380",57.11065,9.972878
882,Bølgekraftforeningen,http://www.waveenergy.dk,Wave/Water/Hydro,,,Hanstholm,Other,"Hamborgvej 40, Hanstholm 7730",57.11399,8.650434
883,DanWEC,http://www.danwec.com/en/about_danwec/,Wave/Water/Hydro,Utility/Grid,,Hanstholm,Wawe energy; Test and demonstration sites,"Hamborgvej 40, Hanstholm 7730",57.11399,8.650434
884,Hanstholm Havn,https://www.hanstholmhavn.dk/da/,Wind,Wave/Water/Hydro,Mobility as a Service,Hastholm,Wind Energy; Other; Integration of Renewables,"Auktionsgade 39, Hastholm 7730",57.12189,8.59517
885,Kuafu ApS,http://kuafu.dk/,Solar,Thermal Energy,Energy Systems/Management,Vodskov,,"Vodskovvej 135, Vodskov 9310",57.1255,10.06364
886,EVAPCO Air Solutions,https://www.evapco.eu/,Manufacturing,Energy Systems/Management,,Aabybro,,"Knøsgårdvej 115, Aabybro 9440",57.14813,9.754833
887,Ny Vraa Bioenergy,https://nyvraa.dk,Biofuels,Materials,,Tylstrup,Energy willow,"Gammel Vråvej 31, Tylstrup 9382",57.1789,9.934408
888,Dansk Vindenergi,http://www.danskvindenergi.dk,Wind,,,Tylstrup,Wind Energy developer & investor,"Brændskavvej 15, Tylstrup 9382",57.21209,9.908656
889,DSI,https://dsi-as.com,Enabling Technologies/Components,Manufacturing,,Dybvad,Plate freezing manufacturers,"Parkvej 5, Dybvad 9352",57.27604,10.36372
890,MARTEC,http://www.martec.dk,Academia/Research,,,Frederikshavn,Wind energy training & certification,"Hånbækvej 54, Frederikshavn 9900",57.42779,10.50585
891,MARCOD,http://en.marcod.dk/,Mobility as a Service,Energy Efficiency,,Frederikshavn,Maritime knowledge centre,"Silovej 8, Frederikshavn 9900",57.43888,10.54503
892,Victor DST,https://www.victor-as.dk/,Manufacturing,Engineering,Professional Services,Frederikshavn,Heating pumps,"Silovej 10, Frederikshavn 9900",57.43943,10.54523
893,"Skagen Sandblæseri & Skibsservice, Afd. Syd ApS",http://www.skagensmaleren.dk,Built Environment/Construction,Professional Services,,Frederikshavn,Wind Energy operation & maintenance,"Danmarksgade 56, Frederikshavn 9900",57.4405,10.53592
894,Energy City Frederikshavn,http://energycity.dk/,Energy Systems/Management,Environmental Remediation,,Frederikshavn,Business development project,"Rådhus Alle 100, Frederikshavn 9900",57.44129,10.53274
895,Modern American Recycling Service A/S,https://www.modernamericanrecyclingservices.com/,Circular Economy,,,Frederikshavn,Other,"Sandholm 55, Frederikshavn 9900",57.44281,10.55363
896,Roblight A/S,http://www.rob-light.com/,Lighting,,,Frederikshavn,LED Lightning,"Nordhavnsvej 1, Frederikshavn 9900",57.44583,10.54453
897,Wenbo A/S,http://wenbo.dk/vindmoeller/,Wind,Built Environment/Construction,,Hjørring,Wind Energy Product Supplier,"P. Nørkjærs Plads 6, Hjørring 9800",57.46024,9.987867
898,NOENCO - Nordic Energy Consulting,http://noenco.com/,Engineering,Consulting,Professional Services,Skagen,Energy management consulting,"Sankt Laurentii Vej 70, Skagen 9990",57.7212,10.58564
